,0_ID,1_TIME,BID_P_1,BID_V_1,BID_P_2,BID_V_2,BID_P_3,BID_V_3,BID_P_4,BID_V_4,BID_P_5,BID_V_5,BID_P_6,BID_V_6,BID_P_7,BID_V_7,BID_P_8,BID_V_8,BID_P_9,BID_V_9,BID_P_10,BID_V_10,ASK_P_1,ASK_V_1,ASK_P_2,ASK_V_2,ASK_P_3,ASK_V_3,ASK_P_4,ASK_V_4,ASK_P_5,ASK_V_5,ASK_P_6,ASK_V_6,ASK_P_7,ASK_V_7,ASK_P_8,ASK_V_8,ASK_P_9,ASK_V_9,ASK_P_10,ASK_V_10,Y
5634,TEA,1970.01.01 01:27:33.158878,2422,11,2421,17,2420,44,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5635,TEA,1970.01.01 01:27:33.409049,2422,11,2421,17,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5636,TEA,1970.01.01 01:27:33.657637,2422,11,2421,17,2420,44,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5637,TEA,1970.01.01 01:27:33.908658,2422,11,2421,17,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5638,TEA,1970.01.01 01:27:34.158783,2422,11,2421,17,2420,44,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5639,TEA,1970.01.01 01:27:34.409221,2422,11,2421,17,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5640,TEA,1970.01.01 01:27:34.561192,2422,11,2421,17,2420,44,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5641,TEA,1970.01.01 01:27:34.811769,2422,11,2421,17,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5642,TEA,1970.01.01 01:27:35.057756,2422,11,2421,17,2420,44,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5643,TEA,1970.01.01 01:27:35.308281,2422,11,2421,17,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5644,TEA,1970.01.01 01:27:35.555959,2422,11,2421,17,2420,44,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5645,TEA,1970.01.01 01:27:35.806154,2422,11,2421,17,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5646,TEA,1970.01.01 01:27:36.059011,2422,11,2421,17,2420,44,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5649,TEA,1970.01.01 01:27:36.309740,2422,11,2421,17,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5655,TEA,1970.01.01 01:27:36.566298,2422,11,2421,17,2420,44,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5656,TEA,1970.01.01 01:27:36.817112,2422,11,2421,17,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5657,TEA,1970.01.01 01:27:37.074720,2422,11,2421,17,2420,44,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5658,TEA,1970.01.01 01:27:37.324907,2422,11,2421,17,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5659,TEA,1970.01.01 01:27:37.564513,2422,11,2421,17,2420,44,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5661,TEA,1970.01.01 01:27:37.815055,2422,11,2421,17,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5662,TEA,1970.01.01 01:27:37.931131,2422,11,2421,16,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,3,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5663,TEA,1970.01.01 01:27:37.931284,2422,11,2421,16,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5664,TEA,1970.01.01 01:27:38.001870,2422,11,2421,8,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5665,TEA,1970.01.01 01:27:38.061159,2422,11,2421,16,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5666,TEA,1970.01.01 01:27:38.311403,2422,11,2421,8,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5667,TEA,1970.01.01 01:27:38.464911,2422,11,2421,16,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5668,TEA,1970.01.01 01:27:38.715737,2422,11,2421,8,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5669,TEA,1970.01.01 01:27:38.959460,2422,11,2421,16,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5670,TEA,1970.01.01 01:27:39.210025,2422,11,2421,8,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5671,TEA,1970.01.01 01:27:39.458210,2422,11,2421,16,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5672,TEA,1970.01.01 01:27:39.709016,2422,11,2421,8,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5673,TEA,1970.01.01 01:27:39.864512,2422,11,2421,16,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5674,TEA,1970.01.01 01:27:40.115123,2422,11,2421,8,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5675,TEA,1970.01.01 01:27:40.360090,2422,11,2421,16,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5677,TEA,1970.01.01 01:27:40.604861,2422,11,2421,8,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5678,TEA,1970.01.01 01:27:40.762980,2422,11,2421,16,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5679,TEA,1970.01.01 01:27:41.013797,2422,11,2421,8,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5680,TEA,1970.01.01 01:27:41.173896,2422,11,2421,16,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5681,TEA,1970.01.01 01:27:41.424599,2422,11,2421,8,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5682,TEA,1970.01.01 01:27:41.663624,2422,11,2421,16,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5684,TEA,1970.01.01 01:27:41.914812,2422,11,2421,8,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5685,TEA,1970.01.01 01:27:42.153721,2422,11,2421,16,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5686,TEA,1970.01.01 01:27:42.404719,2422,11,2421,8,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5697,TEA,1970.01.01 01:27:48.028485,2422,11,2421,8,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,12,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5698,TEA,1970.01.01 01:27:48.028635,2422,10,2421,8,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,12,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5699,TEA,1970.01.01 01:27:48.028694,2422,10,2421,8,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,5,2424,12,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,18.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5700,TEA,1970.01.01 01:27:48.035062,2422,10,2421,8,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,5,2424,12,2425,35,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,18.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5701,TEA,1970.01.01 01:27:48.036852,2422,10,2421,8,2420,36,2419,45,2418,34,2417,43,2416,26,2415,46,2414,75,2413,48,2423,5,2424,12,2425,35,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,18.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5704,TEA,1970.01.01 01:27:48.174940,2422,10,2421,8,2420,36,2419,45,2418,34,2417,43,2416,26,2415,46,2414,75,2413,48,2423,4,2424,12,2425,35,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,18.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5705,TEA,1970.01.01 01:27:48.174968,2422,11,2421,8,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,12,2425,35,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,18.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5706,TEA,1970.01.01 01:27:48.183103,2422,11,2421,8,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,12,2425,35,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5708,TEA,1970.01.01 01:27:49.046069,2422,11,2421,8,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,12,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5709,TEA,1970.01.01 01:27:49.046089,2422,11,2421,8,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5710,TEA,1970.01.01 01:27:49.046426,2422,11,2421,8,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,12,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5711,TEA,1970.01.01 01:27:49.046446,2422,11,2421,8,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,12,2425,35,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5712,TEA,1970.01.01 01:27:52.254369,2422,14,2421,8,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,12,2425,35,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5723,TEA,1970.01.01 01:27:58.695709,2422,14,2421,8,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,35,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5724,TEA,1970.01.01 01:27:58.695729,2422,14,2421,8,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5725,TEA,1970.01.01 01:27:58.696058,2422,14,2421,8,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,12,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5726,TEA,1970.01.01 01:27:58.696080,2422,14,2421,8,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,12,2425,35,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5727,TEA,1970.01.01 01:27:58.885386,2422,14,2421,8,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,12,2425,35,2426,19,2427,42,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5732,TEA,1970.01.01 01:27:59.547815,2422,14,2421,8,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,35,2426,19,2427,42,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5733,TEA,1970.01.01 01:27:59.547847,2422,14,2421,8,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,42,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5734,TEA,1970.01.01 01:27:59.547867,2422,14,2421,8,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5735,TEA,1970.01.01 01:27:59.548117,2422,14,2421,8,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,12,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5736,TEA,1970.01.01 01:27:59.548137,2422,14,2421,8,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,12,2425,35,2426,19,2427,42,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5790,TEA,1970.01.01 01:28:08.028819,2422,14,2421,8,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,12,2425,27,2426,19,2427,42,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5791,TEA,1970.01.01 01:28:08.028839,2422,14,2421,8,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5807,TEA,1970.01.01 01:28:17.549838,2422,14,2421,8,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,3,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5811,TEA,1970.01.01 01:28:18.130390,2422,14,2421,8,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5816,TEA,1970.01.01 01:28:19.856445,2422,16,2421,8,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5817,TEA,1970.01.01 01:28:19.856586,2422,16,2421,8,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,3,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5818,TEA,1970.01.01 01:28:19.927486,2422,16,2421,16,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,3,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5819,TEA,1970.01.01 01:28:19.962355,2422,16,2421,16,2420,44,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,3,2424,4,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5820,TEA,1970.01.01 01:28:20.160844,2422,16,2421,16,2420,44,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,3,2424,12,2425,27,2426,19,2427,34,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5821,TEA,1970.01.01 01:28:20.160864,2422,16,2421,16,2420,44,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,3,2424,12,2425,35,2426,19,2427,42,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5822,TEA,1970.01.01 01:28:20.161010,2422,15,2421,16,2420,44,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,3,2424,12,2425,35,2426,19,2427,42,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5823,TEA,1970.01.01 01:28:20.161038,2422,15,2421,16,2420,44,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,12,2425,35,2426,19,2427,42,2428,18.0,2429.0,44.0,2430.0,18.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5824,TEA,1970.01.01 01:28:20.168537,2422,15,2421,16,2420,44,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,5,2424,12,2425,35,2426,19,2427,42,2428,18.0,2429.0,44.0,2430.0,18.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5825,TEA,1970.01.01 01:28:20.169419,2422,15,2421,16,2420,44,2419,45,2418,34,2417,43,2416,26,2415,46,2414,75,2413,48,2423,5,2424,12,2425,35,2426,19,2427,42,2428,18.0,2429.0,44.0,2430.0,18.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5826,TEA,1970.01.01 01:28:20.182037,2422,15,2421,16,2420,44,2419,45,2418,34,2417,43,2416,26,2415,46,2414,75,2413,48,2423,5,2424,4,2425,35,2426,19,2427,42,2428,18.0,2429.0,44.0,2430.0,18.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5827,TEA,1970.01.01 01:28:20.182178,2422,15,2421,16,2420,44,2419,45,2418,34,2417,43,2416,26,2415,46,2414,75,2413,48,2423,4,2424,4,2425,35,2426,19,2427,42,2428,18.0,2429.0,44.0,2430.0,18.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5828,TEA,1970.01.01 01:28:20.182208,2422,16,2421,16,2420,44,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,4,2425,35,2426,19,2427,42,2428,18.0,2429.0,44.0,2430.0,18.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5829,TEA,1970.01.01 01:28:20.182328,2422,16,2421,16,2420,44,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,12,2425,35,2426,19,2427,42,2428,18.0,2429.0,44.0,2430.0,18.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5830,TEA,1970.01.01 01:28:20.190488,2422,16,2421,16,2420,44,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,12,2425,35,2426,19,2427,42,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5831,TEA,1970.01.01 01:28:20.212893,2422,16,2421,16,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,12,2425,35,2426,19,2427,42,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5832,TEA,1970.01.01 01:28:20.231964,2422,16,2421,8,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,12,2425,35,2426,19,2427,42,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5833,TEA,1970.01.01 01:28:20.232112,2422,15,2421,8,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,4,2424,12,2425,35,2426,19,2427,42,2428,18.0,2429.0,44.0,2430.0,19.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
5834,TEA,1970.01.01 01:28:20.232134,2422,15,2421,8,2420,36,2419,45,2418,34,2417,43,2416,26,2415,45,2414,75,2413,48,2423,5,2424,12,2425,35,2426,19,2427,42,2428,18.0,2429.0,44.0,2430.0,18.0,2431.0,48.0,2432.0,18.0,1.3059822563106606e-06
